"","D29630.1","LC107517","KU697313","AY800279","LC155795","KT717325","KU159093","KX196173","MF978248","JX524226","LC107515","MH423501","FJ822136","GQ179646","AY863024","GQ179647","AY366209","KY348771","KU854931","KU854929","SRR11190802C","KP090203","AY366207","SRR11190798C","SRR11190801C","SRR11603189C","SRR11603187C","SRR11603183B","SRR11603184B","MG210801","SRR11190800B","SRR11190791B","SRR11190802D","SRR11190801D","SRR11190798D","SRR11190795D","JF930327","SRR11603182B","SRR11603184C","SRR11190793B","SRR11190796D","SRR11190797D","SRR11603191C","SRR11603189D","SRR11603187D","SRR11603186C","SRR11603190C","KM288845","SRR11190798B","SRR11190801B","SRR11190802B","SRR11190796B","SRR11190797B","AY366208","KM288844","JF930326","KM288843","KM288842","SRR11603191B","SRR11603189B","SRR11603186B","SRR11603190B","JF937699","KM288846","KX883791","KM288847","15H03_cons","19JSF_sty","15H04_cons","15H06_cons","LC128411","SRR11603186A","SRR11603190A","SRR11603191A","SRR11603187A","SRR11603189A","SRR11190793A","KM365479","SRR11190792A","SRR11603183A","SRR11190795A","AF308158","SRR11190802A","SRR11190796A","SRR11190797A","SRR11603184A","SRR11603182A","SRR11190798A","SRR11190801A","SRR11190799A","SRR11190791A"
"KM288845",0.389380530973451,0.389380530973451,0.442477876106195,0.429203539823009,0.393805309734513,0.464601769911504,0.469026548672566,0.398230088495575,0.438053097345133,0.438053097345133,0.446902654867257,0.424778761061947,0.424778761061947,0.429203539823009,0.433628318584071,0.429203539823009,0.349557522123894,0.345132743362832,0.345132743362832,0.256637168141593,0.252212389380531,0.256637168141593,0.265486725663717,0.256637168141593,0.256637168141593,0.256637168141593,0.256637168141593,0.256637168141593,0.256637168141593,0.234513274336283,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0,0.119469026548673,0.119469026548673,0.119469026548673,0.119469026548673,0.119469026548673,0.132743362831858,0.119469026548673,0.123893805309735,0.128318584070796,0.123893805309735,0.119469026548673,0.119469026548673,0.119469026548673,0.119469026548673,0.225663716814159,0.221238938053097,0.230088495575221,0.234513274336283,0.216814159292035,0.212389380530973,0.212389380530973,0.212389380530973,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.212389380530973,0.221238938053097,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035
"SRR11190798B",0.367256637168142,0.353982300884956,0.451327433628319,0.429203539823009,0.429203539823009,0.438053097345133,0.442477876106195,0.407079646017699,0.429203539823009,0.429203539823009,0.429203539823009,0.424778761061947,0.433628318584071,0.424778761061947,0.429203539823009,0.424778761061947,0.349557522123894,0.345132743362832,0.345132743362832,0.238938053097345,0.216814159292035,0.230088495575221,0.230088495575221,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.225663716814159,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.225663716814159,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.119469026548673,0,0,0.00884955752212389,0.00442477876106195,0.00442477876106195,0.0221238938053097,0.0132743362831858,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.20353982300885,0.207964601769911,0.207964601769911,0.212389380530973,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.176991150442478,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354
"SRR11190801B",0.367256637168142,0.353982300884956,0.451327433628319,0.429203539823009,0.429203539823009,0.438053097345133,0.442477876106195,0.407079646017699,0.429203539823009,0.429203539823009,0.429203539823009,0.424778761061947,0.433628318584071,0.424778761061947,0.429203539823009,0.424778761061947,0.349557522123894,0.345132743362832,0.345132743362832,0.238938053097345,0.216814159292035,0.230088495575221,0.230088495575221,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.225663716814159,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.225663716814159,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.119469026548673,0,0,0.00884955752212389,0.00442477876106195,0.00442477876106195,0.0221238938053097,0.0132743362831858,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.20353982300885,0.207964601769911,0.207964601769911,0.212389380530973,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.176991150442478,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354
"SRR11190802B",0.367256637168142,0.358407079646018,0.455752212389381,0.429203539823009,0.429203539823009,0.442477876106195,0.446902654867257,0.402654867256637,0.424778761061947,0.424778761061947,0.424778761061947,0.420353982300885,0.429203539823009,0.420353982300885,0.424778761061947,0.420353982300885,0.345132743362832,0.34070796460177,0.34070796460177,0.238938053097345,0.216814159292035,0.230088495575221,0.230088495575221,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.225663716814159,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.119469026548673,0.00884955752212389,0.00884955752212389,0,0.00442477876106195,0.00442477876106195,0.0176991150442478,0.0132743362831858,0.0176991150442478,0.0176991150442478,0.00884955752212389,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.20353982300885,0.207964601769911,0.207964601769911,0.212389380530973,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.176991150442478,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354
"SRR11190796B",0.36283185840708,0.358407079646018,0.455752212389381,0.429203539823009,0.429203539823009,0.442477876106195,0.446902654867257,0.402654867256637,0.424778761061947,0.424778761061947,0.424778761061947,0.420353982300885,0.429203539823009,0.420353982300885,0.424778761061947,0.420353982300885,0.349557522123894,0.345132743362832,0.345132743362832,0.243362831858407,0.221238938053097,0.234513274336283,0.234513274336283,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.119469026548673,0.00442477876106195,0.00442477876106195,0.00442477876106195,0,0,0.0176991150442478,0.00884955752212389,0.0132743362831858,0.0132743362831858,0.00442477876106195,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.207964601769911,0.212389380530973,0.212389380530973,0.216814159292035,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.18141592920354,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602
"SRR11190797B",0.36283185840708,0.358407079646018,0.455752212389381,0.429203539823009,0.429203539823009,0.442477876106195,0.446902654867257,0.402654867256637,0.424778761061947,0.424778761061947,0.424778761061947,0.420353982300885,0.429203539823009,0.420353982300885,0.424778761061947,0.420353982300885,0.349557522123894,0.345132743362832,0.345132743362832,0.243362831858407,0.221238938053097,0.234513274336283,0.234513274336283,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.119469026548673,0.00442477876106195,0.00442477876106195,0.00442477876106195,0,0,0.0176991150442478,0.00884955752212389,0.0132743362831858,0.0132743362831858,0.00442477876106195,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.207964601769911,0.212389380530973,0.212389380530973,0.216814159292035,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.18141592920354,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602
"AY366208",0.371681415929204,0.371681415929204,0.464601769911504,0.424778761061947,0.424778761061947,0.433628318584071,0.438053097345133,0.407079646017699,0.415929203539823,0.429203539823009,0.420353982300885,0.411504424778761,0.420353982300885,0.411504424778761,0.415929203539823,0.411504424778761,0.345132743362832,0.34070796460177,0.34070796460177,0.252212389380531,0.230088495575221,0.243362831858407,0.243362831858407,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.243362831858407,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.132743362831858,0.0221238938053097,0.0221238938053097,0.0176991150442478,0.0176991150442478,0.0176991150442478,0,0.0265486725663717,0.0309734513274336,0.0309734513274336,0.0221238938053097,0.0176991150442478,0.0176991150442478,0.0176991150442478,0.0176991150442478,0.216814159292035,0.221238938053097,0.221238938053097,0.225663716814159,0.20353982300885,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.194690265486726,0.20353982300885,0.199115044247788,0.199115044247788,0.199115044247788,0.20353982300885,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788,0.199115044247788
"KM288844",0.36283185840708,0.367256637168142,0.451327433628319,0.429203539823009,0.429203539823009,0.433628318584071,0.438053097345133,0.402654867256637,0.429203539823009,0.429203539823009,0.429203539823009,0.424778761061947,0.433628318584071,0.424778761061947,0.429203539823009,0.424778761061947,0.34070796460177,0.336283185840708,0.336283185840708,0.234513274336283,0.212389380530973,0.225663716814159,0.225663716814159,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.216814159292035,0.221238938053097,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.221238938053097,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.119469026548673,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.00884955752212389,0.00884955752212389,0.0265486725663717,0,0.0221238938053097,0.0221238938053097,0.0132743362831858,0.0176991150442478,0.0176991150442478,0.0176991150442478,0.0176991150442478,0.207964601769911,0.212389380530973,0.212389380530973,0.216814159292035,0.18141592920354,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.172566371681416,0.18141592920354,0.176991150442478,0.176991150442478,0.176991150442478,0.18141592920354,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478,0.176991150442478
"JF930326",0.367256637168142,0.349557522123894,0.451327433628319,0.429203539823009,0.429203539823009,0.438053097345133,0.442477876106195,0.411504424778761,0.424778761061947,0.429203539823009,0.429203539823009,0.420353982300885,0.429203539823009,0.420353982300885,0.424778761061947,0.420353982300885,0.353982300884956,0.349557522123894,0.349557522123894,0.238938053097345,0.216814159292035,0.230088495575221,0.230088495575221,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.234513274336283,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.234513274336283,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.238938053097345,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.123893805309735,0.00884955752212389,0.00884955752212389,0.0176991150442478,0.0132743362831858,0.0132743362831858,0.0309734513274336,0.0221238938053097,0,0.0176991150442478,0.0176991150442478,0.0221238938053097,0.0221238938053097,0.0221238938053097,0.0221238938053097,0.212389380530973,0.216814159292035,0.216814159292035,0.221238938053097,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.18141592920354,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.190265486725664,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602,0.185840707964602
"KM288843",0.371681415929204,0.358407079646018,0.455752212389381,0.433628318584071,0.438053097345133,0.442477876106195,0.446902654867257,0.415929203539823,0.420353982300885,0.433628318584071,0.438053097345133,0.433628318584071,0.442477876106195,0.433628318584071,0.438053097345133,0.433628318584071,0.353982300884956,0.349557522123894,0.349557522123894,0.243362831858407,0.221238938053097,0.234513274336283,0.234513274336283,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.128318584070796,0.00884955752212389,0.00884955752212389,0.0176991150442478,0.0132743362831858,0.0132743362831858,0.0309734513274336,0.0221238938053097,0.0176991150442478,0,0.00884955752212389,0.0221238938053097,0.0221238938053097,0.0221238938053097,0.0221238938053097,0.20353982300885,0.207964601769911,0.207964601769911,0.212389380530973,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.176991150442478,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354
"KM288842",0.36283185840708,0.358407079646018,0.455752212389381,0.429203539823009,0.433628318584071,0.442477876106195,0.446902654867257,0.407079646017699,0.420353982300885,0.424778761061947,0.429203539823009,0.424778761061947,0.433628318584071,0.424778761061947,0.429203539823009,0.424778761061947,0.349557522123894,0.345132743362832,0.345132743362832,0.243362831858407,0.221238938053097,0.234513274336283,0.234513274336283,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.123893805309735,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00442477876106195,0.00442477876106195,0.0221238938053097,0.0132743362831858,0.0176991150442478,0.00884955752212389,0,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.20353982300885,0.207964601769911,0.207964601769911,0.212389380530973,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.176991150442478,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.185840707964602,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354,0.18141592920354
"SRR11603191B",0.367256637168142,0.367256637168142,0.460176991150442,0.429203539823009,0.420353982300885,0.442477876106195,0.446902654867257,0.411504424778761,0.429203539823009,0.433628318584071,0.424778761061947,0.420353982300885,0.429203539823009,0.420353982300885,0.424778761061947,0.420353982300885,0.349557522123894,0.345132743362832,0.345132743362832,0.247787610619469,0.225663716814159,0.238938053097345,0.238938053097345,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.238938053097345,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.119469026548673,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.00884955752212389,0.00884955752212389,0.0176991150442478,0.0176991150442478,0.0221238938053097,0.0221238938053097,0.0132743362831858,0,0,0,0,0.207964601769911,0.212389380530973,0.212389380530973,0.216814159292035,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.190265486725664,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726
"SRR11603189B",0.367256637168142,0.367256637168142,0.460176991150442,0.429203539823009,0.420353982300885,0.442477876106195,0.446902654867257,0.411504424778761,0.429203539823009,0.433628318584071,0.424778761061947,0.420353982300885,0.429203539823009,0.420353982300885,0.424778761061947,0.420353982300885,0.349557522123894,0.345132743362832,0.345132743362832,0.247787610619469,0.225663716814159,0.238938053097345,0.238938053097345,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.238938053097345,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.119469026548673,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.00884955752212389,0.00884955752212389,0.0176991150442478,0.0176991150442478,0.0221238938053097,0.0221238938053097,0.0132743362831858,0,0,0,0,0.207964601769911,0.212389380530973,0.212389380530973,0.216814159292035,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.190265486725664,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726
"SRR11603186B",0.367256637168142,0.367256637168142,0.460176991150442,0.429203539823009,0.420353982300885,0.442477876106195,0.446902654867257,0.411504424778761,0.429203539823009,0.433628318584071,0.424778761061947,0.420353982300885,0.429203539823009,0.420353982300885,0.424778761061947,0.420353982300885,0.349557522123894,0.345132743362832,0.345132743362832,0.247787610619469,0.225663716814159,0.238938053097345,0.238938053097345,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.238938053097345,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.119469026548673,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.00884955752212389,0.00884955752212389,0.0176991150442478,0.0176991150442478,0.0221238938053097,0.0221238938053097,0.0132743362831858,0,0,0,0,0.207964601769911,0.212389380530973,0.212389380530973,0.216814159292035,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.190265486725664,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726
"SRR11603190B",0.367256637168142,0.367256637168142,0.460176991150442,0.429203539823009,0.420353982300885,0.442477876106195,0.446902654867257,0.411504424778761,0.429203539823009,0.433628318584071,0.424778761061947,0.420353982300885,0.429203539823009,0.420353982300885,0.424778761061947,0.420353982300885,0.349557522123894,0.345132743362832,0.345132743362832,0.247787610619469,0.225663716814159,0.238938053097345,0.238938053097345,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.238938053097345,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.119469026548673,0.0132743362831858,0.0132743362831858,0.0132743362831858,0.00884955752212389,0.00884955752212389,0.0176991150442478,0.0176991150442478,0.0221238938053097,0.0221238938053097,0.0132743362831858,0,0,0,0,0.207964601769911,0.212389380530973,0.212389380530973,0.216814159292035,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.190265486725664,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.199115044247788,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726,0.194690265486726
"JF937699",0.367256637168142,0.393805309734513,0.442477876106195,0.411504424778761,0.433628318584071,0.420353982300885,0.424778761061947,0.415929203539823,0.438053097345133,0.446902654867257,0.469026548672566,0.482300884955752,0.473451327433628,0.482300884955752,0.47787610619469,0.482300884955752,0.305309734513274,0.309734513274336,0.309734513274336,0.278761061946903,0.261061946902655,0.269911504424779,0.269911504424779,0.261061946902655,0.261061946902655,0.261061946902655,0.261061946902655,0.261061946902655,0.261061946902655,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.230088495575221,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.221238938053097,0.225663716814159,0.20353982300885,0.20353982300885,0.20353982300885,0.207964601769911,0.207964601769911,0.216814159292035,0.207964601769911,0.212389380530973,0.20353982300885,0.20353982300885,0.207964601769911,0.207964601769911,0.207964601769911,0.207964601769911,0,0.00442477876106195,0.00442477876106195,0.00884955752212389,0.128318584070796,0.123893805309735,0.123893805309735,0.123893805309735,0.128318584070796,0.123893805309735,0.123893805309735,0.123893805309735,0.123893805309735,0.123893805309735,0.119469026548673,0.128318584070796,0.123893805309735,0.123893805309735,0.123893805309735,0.128318584070796,0.123893805309735,0.123893805309735,0.123893805309735,0.123893805309735,0.123893805309735,0.123893805309735,0.123893805309735,0.123893805309735,0.123893805309735
"KM288846",0.371681415929204,0.389380530973451,0.438053097345133,0.407079646017699,0.429203539823009,0.424778761061947,0.429203539823009,0.420353982300885,0.442477876106195,0.451327433628319,0.473451327433628,0.47787610619469,0.469026548672566,0.47787610619469,0.473451327433628,0.47787610619469,0.300884955752212,0.305309734513274,0.305309734513274,0.283185840707965,0.265486725663717,0.265486725663717,0.274336283185841,0.265486725663717,0.265486725663717,0.265486725663717,0.265486725663717,0.265486725663717,0.265486725663717,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.221238938053097,0.207964601769911,0.207964601769911,0.207964601769911,0.212389380530973,0.212389380530973,0.221238938053097,0.212389380530973,0.216814159292035,0.207964601769911,0.207964601769911,0.212389380530973,0.212389380530973,0.212389380530973,0.212389380530973,0.00442477876106195,0,0.00884955752212389,0.0132743362831858,0.132743362831858,0.128318584070796,0.128318584070796,0.128318584070796,0.132743362831858,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.123893805309735,0.132743362831858,0.128318584070796,0.128318584070796,0.128318584070796,0.132743362831858,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796
"KX883791",0.371681415929204,0.398230088495575,0.446902654867257,0.415929203539823,0.438053097345133,0.424778761061947,0.429203539823009,0.420353982300885,0.442477876106195,0.451327433628319,0.473451327433628,0.486725663716814,0.47787610619469,0.486725663716814,0.482300884955752,0.486725663716814,0.309734513274336,0.314159292035398,0.314159292035398,0.283185840707965,0.265486725663717,0.274336283185841,0.274336283185841,0.265486725663717,0.265486725663717,0.265486725663717,0.265486725663717,0.265486725663717,0.265486725663717,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.234513274336283,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.230088495575221,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.225663716814159,0.230088495575221,0.207964601769911,0.207964601769911,0.207964601769911,0.212389380530973,0.212389380530973,0.221238938053097,0.212389380530973,0.216814159292035,0.207964601769911,0.207964601769911,0.212389380530973,0.212389380530973,0.212389380530973,0.212389380530973,0.00442477876106195,0.00884955752212389,0,0.00442477876106195,0.132743362831858,0.128318584070796,0.128318584070796,0.128318584070796,0.132743362831858,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.123893805309735,0.132743362831858,0.128318584070796,0.128318584070796,0.128318584070796,0.132743362831858,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796,0.128318584070796
